"Name";"Season";"Club";"Position";"Apps";"Minutes Played";"Distance Run (km)";"Player of the Match";"Goals";"Assists";"xG";"Shots on Target";"Shots";"Penalties Taken";"Penalties Scored";"Successful Passes";"Attempted Passes";"Pass%";"Key Passes";"Successful Crosses";"Attempted Crosses";"Cross%";"Chances Created";"Successful Headers";"Attempted Headers";"Header%";"Key Headers";"Dribbles";"Tackles Won";"Attempted Tackles";"Tackle%";"Key Tackles";"Interceptions";"Clearances";"Mistakes Leading to Goals";"Yellow Cards";"Red Cards";"Fouls";"Fouls Against";"Offsides";"Average Rating";"Acc";"Aer";"Agg";"Agi";"Ant";"Bal";"Bra";"Cmd";"Com";"Cmp";"Cnt";"Cor";"Cro";"Dec";"Det";"Dri";"Ecc";"Fin";"Fir";"Fla";"Fre";"Han";"Hea";"Jum";"Kic";"Ldr";"Lon";"L Th";"Mar";"Nat";"OtB";"1v1";"Pac";"Pas";"Pen";"Pos";"Pun";"Ref";"TRO";"Sta";"Str";"Tck";"Tea";"Tec";"Thr";"Vis";"Wor"
"Linnea Nesse";"6.0";"Tokyo S.C.";"D (RC), WB (R)";13;1170;202;0;0;5;0,27;1;6;0;0;698;795;1136,19;42;44;182;357,8;10;70;101;884,6;4;47;24;28;1138,1;0;37;42;1;2;0;17;8;6;7,17;17,15;5;8;11,62;15;11;10;5;5;13;13;10;17,31;16;10;12,62;5;5;10,92;8;5;5;5;7,31;5;5;5;10;17;20;13;5;15,85;13,31;5;16;5;5;5;20;12;16;12;15;5;13;14
"Linnea Nesse";"7.0";"Tokyo S.C.";"D/WB (R)";13,5;1205;205,3;5;1;6;1,82;5;19;0;0;769;879;1237,96;75;72;274;352,2;22;86;92;1329,27;2;50;20;26;875;3;47;46;0;3;0;12;11;8;7,89;18;5;8;16;15;11;10;5;5;14;13;12,29;18;16;10;14;5;5;13;8;5;5;5;12;5;5;5;10;17;20;14,36;5;17;14;5;16;5;5;5;20;12;16;12;15;5;13;14,93
"Linnea Nesse";"8.0";"Tokyo S.C.";"D/WB (R)";14;1260;211,5;1;0;6;0,64;3;11;0;0;754;838;1255,9;69;53;242;291,32;14;105;118;1241,54;2;46;28;32;1080;1;43;65;0;3;0;27;9;13;7,69;18;5;8;16;15;12,29;10;5;5;14;13;17,29;18;16;10;14;5;5;13;8;5;5;5;12;5;5;5;10;17;20;15,64;5;17;14;5;16;5;5;5;20;12;16;12;16,93;5;13;15,64
"Linnea Nesse";"9.0";"Tokyo S.C.";"D/WB (R)";13;1170;201,2;4;0;10;0,53;3;9;0;0;742;855;1135,26;104;97;313;405,58;21;59;66;1167,5;1;87;28;38;871,67;1;41;41;0;2;0;13;14;8;8,27;18;5;8;16;15,92;13;10;5;5;14;13;19,85;18;16;10;14;5;5;13;9,85;5;5;5;12,92;5;5;5;10;17;20;16;5;17;15,85;5;16;5;5;5;20;12;16;12;18;5;13;16,92
"Lionel Messi";"8.0";"Red Star Laos";"D (RLC)";13;1170;143,4;0;0;0;0;0;0;0;0;762;779;1271,58;1;0;0;NA;0;84;145;766,9;10;0;10;12;700;2;31;106;0;4;0;9;0;1;6,65;13;5;9;9;10;9;9;5;5;9;9;5;5;15;9;5;5;5;9;5;5;5;9;6;5;9;5;5;13;20;6;5;13;9;5;13;5;5;5;20;9;6;7;9;5;8;7
"Lionel Messi";"9.0";"Red Star Laos";"D (RLC)";14;1260;151,4;0;0;1;0,06;1;2;0;0;942;970;1359,4;2;0;1;0;0;76;156;692,72;3;1;16;19;975;6;36;105;2;1;0;11;0;0;6,62;13;5;9;9;10;9;9;5;5;9;9;5;5;15;9;5;5;5;9;5;5;5;9;6;5;9;5;5;13;20;6;5;13;9;5;13;5;5;5;20;9;6;7;9;5;8;7
"Lochlann O'Rourke";"10.0";"Montréal United";"AM (RC), ST (C)";14;1260;203,2;0;7;2;6,78;21;50;0;0;490;594;1154,7;20;9;31;345;6;55;120;748,32;0;38;13;22;661,67;0;32;17;0;0;0;21;16;19;7,18;17;5;5;13;14;10;5;5;5;16;10;5;5;13;5;13;5;16;13;5;5;5;10;13;5;5;10;5;5;20;16;5;17;10;5;13;5;5;5;20;10;5;5;13;5;9;13
"Lochlann O'Rourke";"11.0";"Montréal United";"AM (RC), ST (C)";10,5;908;136,6;1;4;0;5,55;23;37;1;0;249;321;870,44;12;7;19;256,67;2;40;103;446,68;0;25;11;12;650;1;15;11;0;0;0;13;17;9;7,03;17;5;5;13;14;10;5;5;5;16;10;5;5;13;5;13;5;16;13;5;5;5;10;13;5;5;10;5;5;20;16;5;17;10;5;13;5;5;5;20;10;5;5;13;5;9;13
"Lochlann O'Rourke";"12.0";"Montréal United";"AM (RC), ST (C)";14;1260;195,3;2;5;1;4,72;25;45;0;0;406;516;1094,26;21;5;18;270;11;77;168;668,37;0;15;14;22;646,67;0;26;17;0;2;0;17;19;12;7,12;17;5;5;13;14;10;5;5;5;16;10;5;5;13;5;13;5;16;13;5;5;5;10;13;5;5;10;5;5;20;16;5;17;10;5;13;5;5;5;20;10;5;5;13;5;9;13
"Lochlann O'Rourke";"5.0";"F.C. Kaapstad";"AM (RC), ST (C)";9,5;855;118,6;1;6;1;4,44;16;30;0;0;272;327;822,69;10;4;12;200;3;45;96;470,97;7;13;10;12;450;1;12;18;0;1;0;19;8;15;7,06;13,6;5;5;13;13,5;10;5;5;5;13;10;5;5;10;5;13;5;13;13;5;5;5;5;10;5;5;8;5;5;20;13,2;5;13;6,6;5;10,4;5;5;5;20;10;5;5;13;5;6,5;12,8
"Lochlann O'Rourke";"6.0";"F.C. Kaapstad";"AM (RC), ST (C)";9,5;855;124,2;0;2;0;3,75;9;24;0;0;270;341;791,11;8;1;12;25;1;37;114;352,23;2;8;10;12;516,67;0;1;11;0;0;0;12;9;11;6,7;16,9;5;5;13;14;10;5;5;5;13;10;5;5;10;5;13;5;15;13;5;5;5;5;10;5;5;10;5;5;20;14;5;16,7;7;5;12;5;5;5;20;10;5;5;13;5;8,9;13
"Lochlann O'Rourke";"7.0";"Reykjavik United";"AM (RC), ST (C)";14;1260;184,1;1;10;1;9,01;30;63;0;0;452;530;1186,97;15;6;18;250;4;68;155;638,43;1;16;8;12;400;0;7;18;0;0;0;13;12;11;7,27;17;5;5;13;14;10;5;5;5;16;10;5;5;13;5;13;5;16;13;5;5;5;10;13;5;5;10;5;5;20;16;5;17;10;5;13;5;5;5;20;10;5;5;13;5;9;13
"Lochlann O'Rourke";"8.0";"Reykjavik United";"AM (RC), ST (C)";14;1260;187,4;4;10;1;10,45;30;73;0;0;386;455;1196,1;15;6;18;228,57;6;77;184;579,15;0;41;10;11;400;0;20;22;0;0;0;18;32;14;7,57;17;5;5;13;14;10;5;5;5;16;10;5;5;13;5;13;5;16;13;5;5;5;10;13;5;5;10;5;5;20;16;5;17;10;5;13;5;5;5;20;10;5;5;13;5;9;13
"Lochlann O'Rourke";"9.0";"Montréal United";"AM (RC), ST (C)";5;450;78,4;0;1;0;2,19;7;18;0;0;210;257;408,01;5;0;12;0;1;20;39;253,33;0;18;4;6;300;0;7;8;0;0;0;3;1;2;6,72;17;5;5;13;14;10;5;5;5;16;10;5;5;13;5;13;5;16;13;5;5;5;10;13;5;5;10;5;5;20;16;5;17;10;5;13;5;5;5;20;10;5;5;13;5;9;13
"Lochlann O'Rourke";"9.0";"Reykjavik United";"AM (RC), ST (C)";4,5;361;50,3;0;2;1;4,5;11;27;0;0;88;106;582,74;5;1;5;100;3;21;55;265,13;0;8;1;1;100;0;2;2;0;0;0;3;2;3;7,14;17;5;5;13;14;10;5;5;5;16;10;5;5;13;5;13;5;16;13;5;5;5;10;13;5;5;10;5;5;20;16;5;17;10;5;13;5;5;5;20;10;5;5;13;5;9;13
"Lock Down";"5.0";"Inter London";"D (C), DM";10;900;122,1;0;0;0;0;0;0;0;0;912;947;957,19;6;2;3;150;1;45;62;741,08;6;0;18;25;660;2;24;71;0;0;0;4;0;0;6,98;10;5;10,9;10;10;10;10;5;5;10;10;5;5;10;10;5;5;5;6;5;5;5;10,9;10;5;10;5;5;10;20;10;5;10;10;5;13;5;5;5;20;13;13;10;7;5;5;10
"Luis Bernardo";"5.0";"CF Catalunya";"M (LC)";2,5;225;35,2;0;0;0;0,41;2;4;0;0;172;195;354,48;5;0;2;0;0;5;7;100;0;1;2;5;100;0;4;4;0;0;0;2;5;0;6,83;15;5;5;13;10;5;5;5;5;10;5;5;5;10;5;14;5;10;10;10;5;5;5;5;5;5;10;5;5;20;9,25;5;14;13;5;6,5;5;5;5;20;5;5;8,75;13;5;14;8,75
"Luis Bernardo";"5.0";"CF Catalunya";"M (LC), AM (C)";1,5;135;21;0;0;0;0,13;1;2;0;0;142;157;180,6;6;0;0;NA;0;2;5;100;0;0;2;2;100;1;4;1;0;0;0;0;0;0;7,29;15;5;5;13;10;5;5;5;5;10;5;5;5;10;5;14;5;10;10;10;5;5;5;5;5;5;10;5;5;20;10;5;14;13;5;6;5;5;5;20;5;5;7;13;5;14;10
"Luka Magic";"4.0";"Inter London";"WB (R), M (RL)";6,5;585;97,2;0;0;1;0,64;3;9;0;0;257;290;888,26;4;3;17;95;1;25;48;522,5;1;4;13;15;646,67;0;11;9;0;0;0;4;2;1;6,55;11;5;10;11;6;5;10;5;5;11;9;5;6,4;9;10;13;5;8;10;5,7;5;5;7;5;5;10;5;5;8;20;11;5;8;11,7;5;9;5;5;5;20;8;10;10;12;5;12;10
"Luka Magic";"4.0";"Inter London";"WB (R), M (RL), AM (R)";3,5;315;52,2;0;0;2;0,54;5;6;0;0;156;179;600,23;4;3;14;150;2;15;30;300;0;4;9;12;466,67;0;6;4;1;0;0;4;0;2;6,75;11;5;10;11;6;5;10;5;5;11;9;5;7;9;10;13;5;8;10;6;5;5;7;5;5;10;5;5;8;20;11;5;8;12;5;9;5;5;5;20;8;10;10;12;5;12;10
"Luka Magic";"5.0";"União São Paulo";"WB (R), M (RL)";1;90;15,3;0;0;0;0;0;0;0;0;29;31;93,55;1;1;5;20;0;2;4;50;0;0;2;2;100;1;2;2;0;0;0;0;1;0;6,2;11;5;10;11;6;5;10;5;5;11;9;5;7;9;10;13;5;8;10;6;5;5;7;5;5;10;5;5;8;20;11;5;8;12;5;9;5;5;5;20;8;10;10;12;5;12;10
"Lukas Tillo";"7.0";"Red Star Laos";"WB (R)";8,5;763;112,2;0;0;0;0,02;0;1;0;0;441;469;926,82;3;2;8;150;1;24;34;730;2;4;27;36;626,67;1;8;39;0;2;1;7;0;0;6,57;10;14;9;8;9;8;10;13;11;8;8;9;8;10;8;8;6;8;8;9;8;11;8;8;9;9;8;8;8;20;9;12;10;10;8;9;6;14;7;20;8;8;10;8;8;8;8
"Lukas Weiß";"4.0";"CA Buenos Aires";"M/AM (C), ST (C)";13,5;1215;172,5;0;3;1;3,64;12;36;0;0;361;447;1127,35;11;1;6;50;5;101;248;578,83;1;13;4;7;300;0;10;30;1;1;0;16;18;11;6,63;10;5;6;9;10;9;5;5;5;10;10;5;5;10;8;10;5;13;12;7;5;5;13;13;5;5;5;8;9;20;9;5;12;9;8;5;5;5;5;20;10;8;8;10;5;11;8
"Luke Laraque";"11.0";"Cairo City";"GK";14;1260;76;0;0;0;0;0;0;0;0;465;656;978,26;0;0;0;NA;0;0;0;NA;0;0;1;4;50;0;0;0;0;0;0;0;0;0;7,08;8;14;5;14;10;10;5;13;11;11;12;5;5;12;10;5;8;5;5;5;5;8;5;11;9;5;5;5;5;20;5;16;7;6;5;13;8;18;8;20;7;5;5;5;8;10;10
"Luke Laraque";"12.0";"Cairo City";"GK";14;1260;64,1;1;0;0;0;0;0;0;0;191;558;491,66;2;0;0;NA;2;0;0;NA;0;0;0;0;NA;0;5;0;1;0;0;0;0;0;7,03;8;14;5;14;10;10;5;13;11;11;12;5;5;12;10;5;8;5;5;5;5;8;5;11;9;5;5;5;5;20;5;16;7;6;5;13;8;18;8;20;7;5;5;5;8;10;10
"Luke Laraque";"4.0";"Adowa Accra FC";"GK";20;1800;133,2;0;0;0;0;0;0;0;0;723;894;1640,59;1;0;0;NA;1;0;0;NA;0;0;0;0;NA;0;3;0;2;0;0;0;0;0;6,94;8;14;5;14;10;10;5;11;10;11;12;5;5;12;10;5;5;5;5;5;5;5;5;10,9;7;5;5;5;5;20;5;14;7;6;5;12;5;15,05;5;20;7;5;5;5;5;10;10
"Luke Laraque";"5.0";"Adowa Accra FC";"GK";10;900;68,5;0;0;0;0;0;0;0;0;340;426;789,64;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;2;0;0;0;0;0;0;0;7,12;8;14;5;14;10;10;5;13;11;11;12;5;5;12;10;5;8;5;5;5;5;8;5;11;9;5;5;5;5;20;5;16;7;6;5;13;8;18;8;20;7;5;5;5;8;10;10
"Luke Laraque";"6.0";"Adowa Accra FC";"GK";14;1260;95,6;0;0;0;0;0;0;0;0;546;655;1165,02;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;3;0;0;0;0;0;0;0;6,9;8;14;5;14;10;10;5;13;11;11;12;5;5;12;10;5;8;5;5;5;5;8;5;11;9;5;5;5;5;20;5;16;7;6;5;13;8;18;8;20;7;5;5;5;8;10;10
"Luke Laraque";"7.0";"Adowa Accra FC";"GK";14;1260;63,8;1;0;0;0;0;0;0;0;274;637;590,29;4;0;0;NA;0;0;0;NA;0;0;1;2;100;1;2;0;1;0;0;0;0;0;6,94;8;14;5;14;10;10;5;13;11;11;12;5;5;12;10;5;8;5;5;5;5;8;5;11;9;5;5;5;5;20;5;16;7;6;5;13;8;18;8;20;7;5;5;5;8;10;10
"Luke Laraque";"9.0";"Adowa Accra FC";"GK";7;630;36,8;0;0;0;0;0;0;0;0;239;322;527,2;0;0;0;NA;0;0;0;NA;0;0;1;1;100;0;1;0;0;0;0;0;0;0;7,11;8;14;5;14;10;10;5;13;11;11;12;5;5;12;10;5;8;5;5;5;5;8;5;11;9;5;5;5;5;20;5;16;7;6;5;13;8;18;8;20;7;5;5;5;8;10;10
"Mac Allister";"10.0";"AS Paris";"AM (LC), ST (C)";14;1260;212,3;1;4;8;3,72;16;30;1;1;600;712;1179,33;24;15;54;460,96;11;33;81;585,31;0;41;28;31;741,67;0;26;18;0;1;0;7;16;5;7,21;16;5;5;13;10;10;5;5;5;10;5;5;14;13;5;14;5;7;14;10;5;5;5;5;5;5;7;5;5;20;12;5;15;10;5;5;5;5;5;20;5;5;10;14;5;13;13
"Mac Allister";"11.0";"AS Paris";"AM (LC), ST (C)";14;1260;219,5;0;4;1;3,47;11;23;0;0;628;766;1138,46;22;10;50;270;11;42;94;617,33;0;23;21;30;978,34;0;29;21;0;0;0;11;14;5;6,72;16;5;5;13;10;10;5;5;5;10;5;5;14;13;5;14;5;7;14;10;5;5;5;5;5;5;7;5;5;20;12;5;15;10;5;5;5;5;5;20;5;5;10;14;5;13;13
"Mac Allister";"12.0";"AS Paris";"AM (LC), ST (C)";14;1260;187,6;0;1;0;4,65;8;36;0;0;390;456;1181,62;16;1;26;50;5;31;80;613,6;1;26;10;12;633,33;0;17;6;0;0;0;7;19;5;6,68;16;5;5;13;10;10;5;5;5;10;5;5;14;13;5;14;5;7;14;10;5;5;5;5;5;5;7;5;5;20;12;5;15;10;5;5;5;5;5;20;5;5;10;14;5;13;13
"Mac Allister";"4.0";"AS Paris";"AM (LC), ST (C)";14;1260;209,2;0;1;3;1,86;9;20;0;0;605;702;1387,03;20;9;44;281,67;8;39;89;836,19;0;21;25;26;1350;1;41;18;0;1;0;12;24;3;6,74;16;5;5;13;10;10;5;5;5;9,38;5;5;13;13;5;13;5;6,38;13;10;5;5;5;5;5;5;5;5;5;20;10;5;15;10;5;5;5;5;5;20;5;5;10;12,69;5;10,25;10,25
"Mac Allister";"5.0";"AS Paris";"AM (LC), ST (C)";13;1170;197,3;0;1;1;2,83;12;26;0;0;629;748;1091,99;15;10;42;316,67;6;49;92;703,69;0;28;19;24;933,33;0;35;19;0;1;0;14;13;7;6,64;16;5;5;13;10;10;5;5;5;10;5;5;14;13;5;14;5;7;14;10;5;5;5;5;5;5;7;5;5;20;12;5;15;10;5;5;5;5;5;20;5;5;10;14;5;13;13
"Mac Allister";"5.0";"AS Paris";"M (L), AM (LC), ST (C)";1;90;15,2;0;0;0;0;0;0;0;0;30;41;73,17;3;2;5;40;1;1;5;20;0;0;2;3;66,67;0;2;3;0;0;0;0;1;0;6,65;16;5;5;13;10;10;5;5;5;10;5;5;14;13;5;14;5;7;14;10;5;5;5;5;5;5;7;5;5;20;12;5;15;10;5;5;5;5;5;20;5;5;10;14;5;13;13
"Mac Allister";"6.0";"AS Paris";"M (L), AM (LC), ST (C)";10;900;149,3;0;0;2;1,47;7;19;0;0;520;597;865,94;17;14;34;337,77;7;30;65;470,08;0;16;11;14;475;0;19;10;0;0;0;11;10;6;6,79;16;5;5;13;10;10;5;5;5;10;5;5;14;13;5;14;5;7;14;10;5;5;5;5;5;5;7;5;5;20;12;5;15;10;5;5;5;5;5;20;5;5;10;14;5;13;13
"Mac Allister";"7.0";"AS Paris";"AM (LC), ST (C)";14;1260;209;1;4;5;5,49;16;36;0;0;776;878;1226,2;26;14;55;346,19;14;43;87;705,76;0;32;21;26;1130;0;28;12;1;0;0;14;21;6;7,22;16;5;5;13;10;10;5;5;5;10;5;5;14;13;5;14;5;7;14;10;5;5;5;5;5;5;7;5;5;20;12;5;15;10;5;5;5;5;5;20;5;5;10;14;5;13;13
"Mac Allister";"8.0";"AS Paris";"AM (LC), ST (C)";14;1260;216,3;0;1;0;1,63;8;17;0;0;643;756;1194,97;22;9;39;261,91;3;39;78;635,36;4;43;20;23;687,5;0;27;25;0;1;0;9;10;4;6,54;16;5;5;13;10;10;5;5;5;10;5;5;14;13;5;14;5;7;14;10;5;5;5;5;5;5;7;5;5;20;12;5;15;10;5;5;5;5;5;20;5;5;10;14;5;13;13
"Mac Allister";"9.0";"AS Paris";"AM (LC), ST (C)";14;1260;213,2;0;3;3;4,63;14;43;0;0;564;679;1161,64;23;15;56;286,19;9;44;96;658,77;1;40;19;25;696,67;0;25;13;0;0;0;18;21;7;6,92;16;5;5;13;10;10;5;5;5;10;5;5;14;13;5;14;5;7;14;10;5;5;5;5;5;5;7;5;5;20;12;5;15;10;5;5;5;5;5;20;5;5;10;14;5;13;13
"Mack Fred";"1.0";"Hollywood FC";"ST (C)";1;90;11,7;1;2;0;0,97;3;4;0;0;14;17;82,35;1;2;2;100;0;1;5;20;0;1;1;1;100;0;0;0;0;0;0;1;1;1;8,2;12;1;5;10;10;10;5;1;1;12;10;5;5;12;5;12;1;12;10;12;5;1;7;5;1;5;7;5;5;20;10;1;12;5;5;10;1;1;1;20;5;5;5;5;1;10;10
"Mack Fred";"10.0";"Montréal United";"D (C), DM, M (C)";8;720;116,8;0;0;0;0,55;3;7;0;0;443;518;681,24;14;2;8;133,33;7;22;31;538,09;1;2;15;19;633,33;0;18;18;0;0;0;8;3;2;6,87;14;5;5;5;10;5;5;5;5;12;10;5;5;12;10;6;5;5;10;5;5;5;9;10;5;5;5;5;14;20;12;5;14;16;5;15;5;5;5;20;10;15;10;11;5;10;13
"Mack Fred";"11.0";"Montréal United";"D (C), DM, M (C)";2;180;20,8;0;0;0;0,02;1;1;0;0;61;61;200;0;0;0;NA;0;8;13;121,43;1;0;1;1;100;0;4;5;0;0;0;0;0;0;6,2;12;5;5;5;10;5;5;5;5;12;10;5;5;12;10;6;5;5;10;5;5;5;7;10;5;5;5;5;14;20;12;5;12;15;5;15;5;5;5;20;10;15;10;10;5;10;13
"Mack Fred";"2.0";"CF Catalunya";"ST (C)";9;810;114,4;2;5;1;4,99;16;38;0;0;287;336;772,09;13;1;3;100;4;84;130;577,78;0;5;3;6;225;0;3;25;0;2;0;17;19;9;7,15;13;5;5;10;12;10;5;5;5;12;8;5;5;10;5;11;5;12;10;6;5;5;10;13;5;5;10;5;5;20;12;5;11;10;6;5;5;5;5;20;8;5;7;10;5;8;12
"Mack Fred";"3.0";"Sydney City";"D (C), DM, M (C)";5;450;69,5;0;0;0;0;0;0;0;0;323;369;438,73;10;2;3;150;2;14;18;425;4;0;4;6;300;0;5;10;0;1;0;7;0;0;6,71;13;5;5;5;10;5;5;5;5;11,8;9,4;5;5;10,6;8;7;5;5;10;5;5;5;5;9;5;5;5;5;13;20;11,6;5;13;15,6;5;12,6;5;5;5;20;10;14,6;8;12;5;10;13
"Mack Fred";"4.0";"Sydney City";"D (C), DM, M (C)";5;440;66,7;0;0;0;0,27;1;4;0;0;288;324;444,43;8;2;5;66,67;2;15;21;303,33;1;0;9;13;300;0;6;8;0;0;0;5;0;1;7,01;15;5;5;5;10;5;5;5;5;12;10;5;5;11,4;10;7;5;5;10;5;5;5;8,4;10;5;5;5;5;14;20;12;5;15;16;5;15;5;5;5;20;10;16,4;11;12;5;10;13
"Mack Fred";"5.0";"União São Paulo";"D (C), DM, M (C)";10;900;129,5;0;0;0;0,03;0;2;0;0;629;692;917,42;4;0;3;0;0;47;61;733,33;3;1;22;27;698,1;3;22;38;1;2;0;8;0;1;6,79;15;5;5;5;10;5;5;5;5;12;10;5;5;12;10;7;5;5;10;5;5;5;9;10;5;5;5;5;14;20;12;5;15;16;5;15;5;5;5;20;10;17;11;12;5;10;13
"Mack Fred";"6.0";"União São Paulo";"D (C), DM, M (C)";9,5;855;138,8;0;1;3;0,57;3;5;0;0;711;779;908,39;6;0;2;0;5;30;44;680,48;4;3;12;16;616,67;1;12;23;0;1;0;4;0;0;7,1;15;5;5;5;10;5;5;5;5;12;10;5;5;12;10;7;5;5;10;5;5;5;9;10;5;5;5;5;14;20;12;5;15;16;5;15;5;5;5;20;10;17;11;12;5;10;13
"Mack Fred";"7.0";"União São Paulo";"D (C), DM, M (C)";14;1260;184,5;0;3;1;0,29;3;4;0;0;748;837;1257,31;8;1;7;33,33;3;43;59;997,79;2;2;28;40;666,67;0;27;38;0;1;0;22;1;1;6,76;15;5;5;5;10;5;5;5;5;12;10;5;5;12;10;7;5;5;10;5;5;5;9;10;5;5;5;5;14;20;12;5;15;16;5;15;5;5;5;20;10;17;11;12;5;10;13
"Mack Fred";"8.0";"União São Paulo";"D (C), DM, M (C)";13;1170;163,9;0;0;0;0,16;0;4;0;0;578;654;1155,37;5;1;3;100;2;70;111;788,61;8;1;22;28;905;3;27;66;1;1;0;6;2;0;6,63;15;5;5;5;10;5;5;5;5;12;10;5;5;12;10;7;5;5;10;5;5;5;9;10;5;5;5;5;14;20;12;5;15;16;5;15;5;5;5;20;10;17;11;12;5;10;13
"Mack Fred";"9.0";"Montréal United";"D (C), DM, M (C)";2,5;225;39,1;0;0;1;0,19;0;5;0;0;119;134;358,98;2;0;2;0;0;6;6;400;1;1;12;13;288,89;0;6;4;0;0;0;2;0;0;6,93;15;5;5;5;10;5;5;5;5;12;10;5;5;12;10;7;5;5;10;5;5;5;9;10;5;5;5;5;14;20;12;5;15;16;5;15;5;5;5;20;10;17;11;12;5;10;13
"Makrus ""The Tater"" Jager";"10.0";"Seoul MFC";"M (C)";5;450;73,4;0;0;0;0,13;2;2;0;0;275;315;435,72;8;1;3;50;0;13;19;281,82;1;5;8;10;250;0;6;10;0;2;0;6;0;0;6,68;14;5;8;10;10;13;8;5;5;10;10;7;10;10;10;10;5;8;13;15;6;5;6;7;5;15;10;7;8;20;12;5;13;15;6;10;5;5;5;20;10;15;15;15;5;13;13
"Makrus ""The Tater"" Jager";"11.0";"Montréal United";"M (C)";11;990;158,9;0;0;0;0,74;2;9;0;0;494;606;897,22;13;4;19;191,67;1;32;44;823,81;3;11;38;48;819,77;1;18;34;0;1;0;10;1;0;6,73;14;5;8;10;10;13;8;5;5;10;10;5;10;10;10;10;5;5;13;15;5;5;5;6;5;5;10;5;8;20;12;5;13;15;5;10;5;5;5;20;10;15;15;15;5;13;13
"Makrus ""The Tater"" Jager";"3.0";"Montréal United";"M (C)";1;90;14,7;0;0;1;0,27;1;5;0;0;54;61;88,52;3;0;0;NA;1;4;4;100;1;0;0;0;NA;0;1;1;0;0;0;0;0;0;7,3;10;5;8;10;10;12;8;5;5;10;10;7;10;10;10;10;5;8;12;13;6;5;6;7;5;13;10;7;8;20;12;5;10;14;6;10;5;5;5;20;10;13;13;10;5;10;13
"Makrus ""The Tater"" Jager";"3.0";"Montréal United";"M/AM (C)";15;1317;203,6;0;2;2;1,68;8;20;0;0;1049;1165;1348,64;11;3;14;128,57;2;36;59;880;3;6;12;19;675;0;20;30;0;0;1;22;6;6;6,91;10;5;8;10;10;12;8;5;5;10;10;7;10;10;10;10;5;8;12;13;6;5;6;7;5;14,2;10;7;8;20;12;5;10;14,6;6;10;5;5;5;20;10;13;13;10;5;10;13
"Makrus ""The Tater"" Jager";"4.0";"Athênai F.C.";"M (C)";9;810;118,6;0;0;0;0,17;2;3;0;0;526;600;784,63;4;1;3;50;1;17;26;506,67;1;0;12;20;463,33;0;10;12;0;4;0;12;2;0;6,59;10;5;8;10;10;13;8;5;5;10;10;7;10;10;10;10;5;8;13;15;6;5;6;7;5;15;10;7;8;20;12;5;10;15;6;10;5;5;5;20;10;15;15;15;5;13;13
"Makrus ""The Tater"" Jager";"4.0";"Montréal United";"M (C)";4,5;405;65,2;0;0;1;0,2;0;4;0;0;283;330;428,86;3;2;6;83,33;1;11;17;338,33;1;1;10;11;400;0;5;6;0;1;0;7;0;1;6,62;10;5;8;10;10;12;8;5;5;10;10;7;10;10;10;10;5;8;12;15;6;5;6;7;5;15;10;7;8;20;12;5;10;15;6;10;5;5;5;20;10;13;15;10;5;13;13
"Makrus ""The Tater"" Jager";"5.0";"Athênai F.C.";"M (C)";11,5;1025;162;0;0;1;0,44;0;9;0;0;624;687;1272,17;12;4;12;300;3;27;39;956,67;5;11;23;30;937,14;3;22;18;0;2;1;18;0;0;6,81;14;5;8;10;10;13;8;5;5;10;10;7;10;10;10;10;5;8;13;15;6;5;6;7;5;15;10;7;8;20;12;5;13;15;6;10;5;5;5;20;10;15;15;15;5;13;13
"Makrus ""The Tater"" Jager";"6.0";"Athênai F.C.";"M (C)";7;630;104,8;0;1;0;1,36;3;8;0;0;321;367;612,26;5;1;7;33,33;2;17;30;371,66;1;3;7;8;450;0;12;10;0;1;0;3;0;0;6,88;14;5;8;10;10;13;8;5;5;10;10;7;10;10;10;10;5;8;13;15;6;5;6;7;5;15;10;7;8;20;12;5;13;15;6;10;5;5;5;20;10;15;15;15;5;13;13
"Makrus ""The Tater"" Jager";"7.0";"Athênai F.C.";"M (C)";14;1260;200,9;0;1;0;0,85;2;10;0;0;578;645;1254,91;14;4;9;350;2;33;48;960;1;9;15;19;800;0;19;11;0;0;0;1;3;0;6,79;14;5;8;10;10;13;8;5;5;10;10;7;10;10;10;10;5;8;13;15;6;5;6;7;5;15;10;7;8;20;12;5;13;15;6;10;5;5;5;20;10;15;15;15;5;13;13
"Makrus ""The Tater"" Jager";"8.0";"Athênai F.C.";"M (C)";14;1260;201;0;0;2;0,81;3;12;0;0;841;965;1215,53;12;1;12;33,33;3;39;57;943,33;1;3;19;23;883,34;0;13;24;0;0;0;1;2;0;6,85;14;5;8;10;10;13;8;5;5;10;10;7;10;10;10;10;5;8;13;15;6;5;6;7;5;15;10;7;8;20;12;5;13;15;6;10;5;5;5;20;10;15;15;15;5;13;13
"Makrus ""The Tater"" Jager";"9.0";"Athênai F.C.";"M (C)";14;1260;193,2;0;0;1;0,2;0;5;0;0;489;569;1200,04;12;4;24;264,29;3;34;57;785,48;3;3;38;51;941,67;2;27;22;1;0;0;6;1;2;6,8;14;5;8;10;10;13;8;5;5;10;10;7;10;10;10;10;5;8;13;15;6;5;6;7;5;15;10;7;8;20;12;5;13;15;6;10;5;5;5;20;10;15;15;15;5;13;13
